Song,File_Type,Difficulty,Total_Notes,4th_%,8th_%,12th_%,16th_%,24th_%,32nd_%,64th_%,Other_%,Density_Label
alice.sm,.sm,Hard,681,34.2,28.8,0.0,32.3,0.0,1.8,2.9,0.0,Challenging
alice.sm,.sm,Challenge,701,33.5,28.4,0.0,33.5,0.0,1.7,2.9,0.0,Challenging
alice.sm,.sm,Easy,928,27.5,25.4,0.0,43.6,0.0,1.3,2.2,0.0,Challenging
lucky monster.sm,.sm,Medium,548,43.4,43.6,0.0,11.9,0.0,1.1,0.0,0.0,Hard
lucky monster.sm,.sm,Hard,608,40.1,40.0,0.0,18.9,0.0,1.0,0.0,0.0,Hard
lucky monster.sm,.sm,Challenge,985,25.3,25.2,0.2,45.5,0.2,3.7,0.0,0.0,Challenging
lucky monster.sm,.sm,Beginner,1075,23.2,23.1,1.5,45.3,1.5,4.7,0.7,0.0,Challenging
óˆÇÃÉpÉYÉã.sm,.sm,Medium,384,42.7,51.0,0.0,6.2,0.0,0.0,0.0,0.0,Easy
óˆÇÃÉpÉYÉã.sm,.sm,Hard,449,43.0,50.1,0.0,6.9,0.0,0.0,0.0,0.0,Easy
óˆÇÃÉpÉYÉã.sm,.sm,Challenge,537,41.0,46.9,0.0,12.1,0.0,0.0,0.0,0.0,Hard
magic.sm,.sm,Medium,354,52.3,38.4,0.0,9.3,0.0,0.0,0.0,0.0,Easy
magic.sm,.sm,Challenge,560,36.6,32.3,2.3,22.0,2.3,2.3,1.4,0.7,Challenging
magic.sm,.sm,Hard,484,42.1,36.6,0.6,20.0,0.6,0.0,0.0,0.0,Hard
SignalPlus.sm,.sm,Medium,400,49.2,48.8,0.0,2.0,0.0,0.0,0.0,0.0,Easy
SignalPlus.sm,.sm,Hard,445,46.7,48.8,0.0,4.5,0.0,0.0,0.0,0.0,Easy
SignalPlus.sm,.sm,Challenge,753,30.0,29.7,0.0,40.2,0.0,0.0,0.0,0.0,Challenging
SIGNAL.sm,.sm,Challenge,600,29.2,28.0,1.2,40.5,1.2,0.0,0.0,0.0,Challenging
SIGNAL.sm,.sm,Medium,350,46.9,36.6,0.0,16.6,0.0,0.0,0.0,0.0,Hard
SIGNAL.sm,.sm,Hard,494,34.4,33.0,1.4,29.8,1.4,0.0,0.0,0.0,Hard
Quon.sm,.sm,Medium,583,41.0,28.0,3.4,26.2,1.4,0.0,0.0,0.0,Hard
Quon.sm,.sm,Hard,950,28.2,27.4,3.5,38.7,2.2,0.0,0.0,0.0,Challenging
Quon.sm,.sm,Challenge,1044,25.9,25.3,3.9,37.5,2.8,4.6,0.0,0.0,Challenging
the game.sm,.sm,Medium,528,40.0,33.0,1.5,25.6,0.0,0.0,0.0,0.0,Hard
the game.sm,.sm,Hard,701,31.7,29.2,1.1,37.9,0.0,0.0,0.0,0.0,Challenging
the game.sm,.sm,Challenge,807,28.5,27.6,1.0,42.6,0.0,0.2,0.0,0.0,Challenging
ÉIÉgÉÅÉSÉRÉçÅiÅâÅj.sm,.sm,Medium,429,36.4,32.6,0.0,31.0,0.0,0.0,0.0,0.0,Challenging
ÉIÉgÉÅÉSÉRÉçÅiÅâÅj.sm,.sm,Hard,561,34.4,31.7,0.5,32.1,0.5,0.7,0.0,0.0,Challenging
ÉIÉgÉÅÉSÉRÉçÅiÅâÅj.sm,.sm,Challenge,756,27.4,26.6,8.3,26.7,8.3,2.6,0.0,0.0,Challenging
ÉIÉgÉÅÉSÉRÉçÅiÅâÅj.sm,.sm,Edit,842,25.2,25.4,9.3,28.3,9.3,2.4,0.0,0.2,Challenging
HANAJI.sm,.sm,Medium,322,75.8,0.0,24.2,0.0,0.0,0.0,0.0,0.0,Medium
HANAJI.sm,.sm,Hard,429,61.5,0.5,36.8,1.2,0.0,0.0,0.0,0.0,Medium
HANAJI.sm,.sm,Challenge,616,45.6,1.8,49.8,0.8,1.9,0.0,0.0,0.0,Hard
Ç®åZÇøÇ·ÇÒÅAâEéËÇÃégópÇã÷é~ÇµÇ‹Ç∑.sm,.sm,Medium,705,46.8,42.1,1.3,9.8,0.0,0.0,0.0,0.0,Easy
Ç®åZÇøÇ·ÇÒÅAâEéËÇÃégópÇã÷é~ÇµÇ‹Ç∑.sm,.sm,Hard,944,38.5,36.7,1.7,22.5,0.7,0.0,0.0,0.0,Hard
Ç®åZÇøÇ·ÇÒÅAâEéËÇÃégópÇã÷é~ÇµÇ‹Ç∑.sm,.sm,Challenge,1461,26.9,25.8,12.1,23.7,11.5,0.0,0.0,0.0,Challenging
Ç®åZÇøÇ·ÇÒÅAâEéËÇÃégópÇã÷é~ÇµÇ‹Ç∑.sm,.sm,Easy,491,54.6,43.2,0.0,2.2,0.0,0.0,0.0,0.0,Easy
syukusai.sm,.sm,Medium,380,48.2,33.9,0.0,17.9,0.0,0.0,0.0,0.0,Hard
syukusai.sm,.sm,Hard,533,37.9,32.6,0.2,29.1,0.2,0.0,0.0,0.0,Hard
syukusai.sm,.sm,Challenge,667,32.1,30.3,0.3,30.0,0.3,7.0,0.0,0.0,Challenging
floating up.sm,.sm,Medium,657,42.0,37.6,0.3,19.8,0.3,0.0,0.0,0.0,Hard
floating up.sm,.sm,Hard,819,33.8,32.8,0.2,24.7,0.2,8.2,0.0,0.0,Challenging
floating up.sm,.sm,Challenge,1250,22.5,22.4,3.4,38.6,3.4,7.1,1.6,1.0,Challenging
The Gorilla.sm,.sm,Challenge,843,30.6,30.8,0.0,38.6,0.0,0.0,0.0,0.0,Challenging
The Gorilla.sm,.sm,Beginner,991,27.6,27.6,0.0,39.1,0.0,5.7,0.0,0.0,Challenging
LOVE ADVENTURE.sm,.sm,Hard,618,29.8,28.8,1.6,38.2,1.6,0.0,0.0,0.0,Challenging
LOVE ADVENTURE.sm,.sm,Challenge,739,25.6,25.2,3.0,42.8,3.0,0.5,0.0,0.0,Challenging
Fake!.sm,.sm,Medium,456,55.9,43.9,0.0,0.2,0.0,0.0,0.0,0.0,Easy
Fake!.sm,.sm,Hard,548,53.6,46.0,0.0,0.4,0.0,0.0,0.0,0.0,Easy
Fake!.sm,.sm,Challenge,603,51.1,47.6,0.0,1.3,0.0,0.0,0.0,0.0,Easy
ppp.sm,.sm,Medium,428,58.2,37.4,0.0,4.4,0.0,0.0,0.0,0.0,Easy
ppp.sm,.sm,Hard,708,35.6,29.0,0.3,35.2,0.0,0.0,0.0,0.0,Challenging
ppp.sm,.sm,Challenge,802,32.8,30.0,0.2,36.9,0.0,0.0,0.0,0.0,Challenging
7 Colors.sm,.sm,Medium,458,52.2,46.3,0.0,1.5,0.0,0.0,0.0,0.0,Easy
7 Colors.sm,.sm,Hard,554,43.1,42.1,0.0,14.8,0.0,0.0,0.0,0.0,Hard
7 Colors.sm,.sm,Challenge,597,40.0,39.0,0.0,20.9,0.0,0.0,0.0,0.0,Hard
ÇÕÇÈÇ©Ç©Ç»ÇΩ.sm,.sm,Easy,584,46.2,27.4,3.9,21.7,0.3,0.0,0.3,0.0,Hard
ÇÕÇÈÇ©Ç©Ç»ÇΩ.sm,.sm,Medium,1383,27.6,27.7,2.3,39.8,2.1,0.3,0.1,0.0,Challenging
ÇÕÇÈÇ©Ç©Ç»ÇΩ.sm,.sm,Hard,1480,27.0,27.2,3.6,38.3,3.4,0.3,0.1,0.0,Challenging
ÇÕÇÈÇ©Ç©Ç»ÇΩ.sm,.sm,Challenge,1540,26.1,26.2,3.8,39.7,3.6,0.5,0.1,0.0,Challenging
ZEUS.sm,.sm,Medium,665,40.9,32.8,0.0,25.1,0.0,1.2,0.0,0.0,Hard
ZEUS.sm,.sm,Hard,954,31.6,30.2,0.0,37.4,0.0,0.8,0.0,0.0,Challenging
ZEUS.sm,.sm,Challenge,1058,28.9,28.9,0.0,41.4,0.0,0.8,0.0,0.0,Challenging
ZEUS.sm,.sm,Beginner,1112,27.5,27.6,0.0,44.2,0.0,0.7,0.0,0.0,Challenging
Knowing.sm,.sm,Hard,331,48.0,50.5,0.3,0.9,0.3,0.0,0.0,0.0,Hard
Knowing.sm,.sm,Challenge,612,31.0,32.4,0.8,35.0,0.8,0.0,0.0,0.0,Challenging
Little Sister Bitch.sm,.sm,Medium,709,53.6,38.6,0.0,7.8,0.0,0.0,0.0,0.0,Easy
Little Sister Bitch.sm,.sm,Hard,801,48.3,42.1,0.0,9.6,0.0,0.0,0.0,0.0,Easy
Little Sister Bitch.sm,.sm,Challenge,960,40.5,35.7,0.0,21.7,0.0,2.1,0.0,0.0,Hard
ñÖÅIê‚ëŒSAYÅôóùò_.sm,.sm,Challenge,751,33.7,32.6,0.9,31.7,0.8,0.1,0.1,0.0,Challenging
ñÖÅIê‚ëŒSAYÅôóùò_.sm,.sm,Medium,441,46.0,41.7,0.7,10.7,0.5,0.2,0.2,0.0,Hard
ñÖÅIê‚ëŒSAYÅôóùò_.sm,.sm,Hard,498,45.4,40.4,0.6,12.9,0.4,0.2,0.2,0.0,Hard
DokiDokiÇ™é~Ç‹ÇÁÇ»Ç¢.sm,.sm,Medium,456,48.2,43.2,0.0,7.0,0.0,0.0,1.5,0.0,Hard
DokiDokiÇ™é~Ç‹ÇÁÇ»Ç¢.sm,.sm,Hard,801,28.8,28.8,0.0,41.4,0.0,0.0,0.9,0.0,Challenging
DokiDokiÇ™é~Ç‹ÇÁÇ»Ç¢.sm,.sm,Challenge,854,27.0,26.9,3.7,37.7,1.9,1.9,0.8,0.0,Challenging
carnival.sm,.sm,Hard,343,58.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
carnival.sm,.sm,Challenge,477,49.7,37.9,0.0,12.4,0.0,0.0,0.0,0.0,Hard
taidou.sm,.sm,Medium,361,45.4,42.1,0.0,12.5,0.0,0.0,0.0,0.0,Hard
taidou.sm,.sm,Hard,478,40.6,40.6,0.0,18.8,0.0,0.0,0.0,0.0,Hard
taidou.sm,.sm,Challenge,541,36.0,35.9,0.0,28.1,0.0,0.0,0.0,0.0,Hard
primal.sm,.sm,Medium,495,58.6,40.8,0.0,0.6,0.0,0.0,0.0,0.0,Easy
primal.sm,.sm,Hard,588,53.7,43.9,0.0,2.4,0.0,0.0,0.0,0.0,Easy
primal.sm,.sm,Challenge,648,49.4,47.1,0.0,3.1,0.3,0.2,0.0,0.0,Hard
NanoTaihen.sm,.sm,Medium,700,42.1,34.7,0.0,22.4,0.0,0.7,0.0,0.0,Hard
NanoTaihen.sm,.sm,Hard,863,37.9,31.3,0.0,28.9,0.0,1.5,0.5,0.0,Hard
NanoTaihen.sm,.sm,Challenge,1223,26.9,23.8,3.0,28.3,2.4,12.0,2.3,1.3,Challenging
cold planet.sm,.sm,Medium,465,53.3,43.0,0.0,3.7,0.0,0.0,0.0,0.0,Easy
cold planet.sm,.sm,Hard,614,45.1,35.5,0.0,19.4,0.0,0.0,0.0,0.0,Hard
cold planet.sm,.sm,Challenge,873,33.8,29.1,0.0,37.1,0.0,0.0,0.0,0.0,Challenging
swee-chuÅÙÅ@Å`ÉLÉXÇµÇƒÇ®Ç…Ç¢ÇøÇ·ÇÒÅ`.sm,.sm,Medium,378,62.4,37.6,0.0,0.0,0.0,0.0,0.0,0.0,Easy
swee-chuÅÙÅ@Å`ÉLÉXÇµÇƒÇ®Ç…Ç¢ÇøÇ·ÇÒÅ`.sm,.sm,Hard,466,52.8,43.6,0.0,3.6,0.0,0.0,0.0,0.0,Easy
swee-chuÅÙÅ@Å`ÉLÉXÇµÇƒÇ®Ç…Ç¢ÇøÇ·ÇÒÅ`.sm,.sm,Challenge,582,45.5,45.4,0.7,7.7,0.7,0.0,0.0,0.0,Hard
swee-chuÅÙÅ@Å`ÉLÉXÇµÇƒÇ®Ç…Ç¢ÇøÇ·ÇÒÅ`.sm,.sm,Beginner,1139,23.4,23.7,2.4,24.4,2.4,21.3,1.4,1.1,Challenging
Witch's Garden.sm,.sm,Medium,543,51.2,42.5,0.0,6.3,0.0,0.0,0.0,0.0,Easy
Witch's Garden.sm,.sm,Hard,639,48.2,41.3,1.4,7.7,1.4,0.0,0.0,0.0,Hard
Witch's Garden.sm,.sm,Challenge,953,34.5,32.5,2.1,28.8,2.1,0.0,0.0,0.0,Hard
YouHeartIt.sm,.sm,Medium,519,56.6,33.3,4.0,3.5,2.1,0.2,0.2,0.0,Hard
YouHeartIt.sm,.sm,Hard,657,47.8,35.6,3.2,11.7,1.7,0.0,0.0,0.0,Hard
YouHeartIt.sm,.sm,Challenge,725,43.6,36.0,3.0,15.7,1.7,0.0,0.0,0.0,Hard
melody.sm,.sm,Hard,399,49.1,45.1,0.0,5.8,0.0,0.0,0.0,0.0,Easy
melody.sm,.sm,Challenge,586,39.8,38.1,0.0,22.2,0.0,0.0,0.0,0.0,Hard
melody.sm,.sm,Beginner,647,40.2,40.2,0.3,15.6,0.0,3.7,0.0,0.0,Hard
ÉCÉmÉZÉìÉX.sm,.sm,Hard,674,45.8,49.0,0.3,3.6,0.1,1.0,0.0,0.1,Hard
ÉCÉmÉZÉìÉX.sm,.sm,Challenge,833,37.1,39.6,0.2,22.0,0.1,0.8,0.0,0.1,Hard
LOVEPHASE.sm,.sm,Medium,565,39.5,34.0,0.0,26.5,0.0,0.0,0.0,0.0,Hard
LOVEPHASE.sm,.sm,Hard,602,37.2,33.6,0.3,28.1,0.3,0.2,0.3,0.0,Hard
LOVEPHASE.sm,.sm,Challenge,913,26.8,26.6,0.0,46.5,0.0,0.0,0.0,0.0,Challenging
meisaiidol.sm,.sm,Medium,705,36.5,32.1,0.1,30.9,0.0,0.3,0.1,0.0,Challenging
meisaiidol.sm,.sm,Hard,986,28.2,26.9,0.1,41.6,0.0,3.1,0.1,0.0,Challenging
meisaiidol.sm,.sm,Easy,1067,27.4,25.4,0.1,43.3,0.0,3.7,0.1,0.0,Challenging
I need magic Å`âÇØÇ»Ç¢É}ÉWÅöÉLÉÖÉìÅ`.sm,.sm,Hard,487,42.3,34.5,0.0,23.2,0.0,0.0,0.0,0.0,Hard
I need magic Å`âÇØÇ»Ç¢É}ÉWÅöÉLÉÖÉìÅ`.sm,.sm,Medium,443,44.7,33.6,0.0,21.7,0.0,0.0,0.0,0.0,Hard
I need magic Å`âÇØÇ»Ç¢É}ÉWÅöÉLÉÖÉìÅ`.sm,.sm,Edit,765,29.0,28.1,0.3,39.0,0.3,2.4,0.5,0.5,Challenging
I need magic Å`âÇØÇ»Ç¢É}ÉWÅöÉLÉÖÉìÅ`.sm,.sm,Challenge,743,29.9,28.9,0.0,40.1,0.0,1.1,0.0,0.0,Challenging
sutoreito.sm,.sm,Medium,400,50.2,49.0,0.0,0.8,0.0,0.0,0.0,0.0,Easy
sutoreito.sm,.sm,Hard,483,42.9,42.9,0.0,14.3,0.0,0.0,0.0,0.0,Hard
sutoreito.sm,.sm,Challenge,705,36.3,36.6,1.8,23.5,1.7,0.0,0.0,0.0,Hard
And Jump!!.sm,.sm,Easy,386,39.6,37.3,0.0,23.1,0.0,0.0,0.0,0.0,Hard
And Jump!!.sm,.sm,Medium,427,36.3,35.4,0.9,26.5,0.9,0.0,0.0,0.0,Hard
And Jump!!.sm,.sm,Hard,543,31.1,31.7,0.7,35.7,0.7,0.0,0.0,0.0,Challenging
Aliare.sm,.sm,Medium,348,54.0,36.2,0.0,9.8,0.0,0.0,0.0,0.0,Easy
Aliare.sm,.sm,Hard,413,48.9,37.5,0.0,13.6,0.0,0.0,0.0,0.0,Hard
Aliare.sm,.sm,Challenge,702,34.8,31.1,1.6,30.6,1.6,0.0,0.4,0.0,Challenging
sisterapplication.sm,.sm,Medium,446,54.0,43.0,0.2,2.5,0.2,0.0,0.0,0.0,Hard
sisterapplication.sm,.sm,Hard,491,49.7,44.8,0.0,5.5,0.0,0.0,0.0,0.0,Easy
sisterapplication.sm,.sm,Challenge,519,47.0,42.4,0.0,10.6,0.0,0.0,0.0,0.0,Hard
sisterapplication.sm,.sm,Beginner,721,33.8,30.5,3.2,20.1,2.6,9.4,0.3,0.0,Challenging
ñœëzÉ_ÉCÉÑÉÇÉìÉh.sm,.sm,Medium,298,60.4,39.3,0.0,0.3,0.0,0.0,0.0,0.0,Easy
ñœëzÉ_ÉCÉÑÉÇÉìÉh.sm,.sm,Hard,411,55.0,41.8,0.0,3.2,0.0,0.0,0.0,0.0,Easy
ñœëzÉ_ÉCÉÑÉÇÉìÉh.sm,.sm,Challenge,562,45.2,45.7,0.5,8.5,0.0,0.0,0.0,0.0,Easy
platonic syndrome.sm,.sm,Medium,422,56.6,40.8,0.0,2.6,0.0,0.0,0.0,0.0,Easy
platonic syndrome.sm,.sm,Hard,466,51.7,42.1,0.0,6.2,0.0,0.0,0.0,0.0,Easy
platonic syndrome.sm,.sm,Challenge,616,39.3,33.0,0.6,26.5,0.6,0.0,0.0,0.0,Hard
ñÿòRÇÍì˙ÉtÉåÉlÉã.sm,.sm,Hard,361,61.5,38.0,0.0,0.3,0.0,0.0,0.3,0.0,Hard
ñÿòRÇÍì˙ÉtÉåÉlÉã.sm,.sm,Challenge,518,49.2,41.9,0.8,7.9,0.0,0.0,0.2,0.0,Hard
ñÿòRÇÍì˙ÉtÉåÉlÉã.sm,.sm,Medium,245,71.4,28.2,0.0,0.4,0.0,0.0,0.0,0.0,Easy
óˆÇ∑ÇÈéoñÖÅôÉâÅôòZèdët.sm,.sm,Medium,532,39.1,32.0,0.0,28.9,0.0,0.0,0.0,0.0,Hard
óˆÇ∑ÇÈéoñÖÅôÉâÅôòZèdët.sm,.sm,Hard,654,33.2,30.0,0.0,36.9,0.0,0.0,0.0,0.0,Challenging
óˆÇ∑ÇÈéoñÖÅôÉâÅôòZèdët.sm,.sm,Challenge,774,28.9,27.3,1.6,40.1,1.2,1.0,0.0,0.0,Challenging
Goin' Under.sm,.sm,Challenge,628,54.5,43.2,1.9,0.5,0.0,0.0,0.0,0.0,Easy
Goin' Under.sm,.sm,Hard,470,57.2,42.8,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Goin' Under.sm,.sm,Medium,346,76.9,23.1,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Goin' Under.sm,.sm,Easy,219,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Goin' Under.sm,.sm,Beginner,93,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Love to Rise in the Summer Morning.sm,.sm,Challenge,978,28.4,27.9,0.0,43.7,0.0,0.0,0.0,0.0,Challenging
Love to Rise in the Summer Morning.sm,.sm,Hard,590,40.0,37.3,0.0,22.7,0.0,0.0,0.0,0.0,Hard
Love to Rise in the Summer Morning.sm,.sm,Medium,401,56.6,42.4,0.0,1.0,0.0,0.0,0.0,0.0,Easy
Love to Rise in the Summer Morning.sm,.sm,Easy,209,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Love to Rise in the Summer Morning.sm,.sm,Beginner,73,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Girls.sm,.sm,Challenge,562,32.2,31.5,0.0,36.3,0.0,0.0,0.0,0.0,Challenging
Girls.sm,.sm,Hard,340,45.6,30.3,4.7,19.4,0.0,0.0,0.0,0.0,Hard
Girls.sm,.sm,Beginner,93,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Girls.sm,.sm,Easy,193,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Girls.sm,.sm,Medium,293,74.1,24.6,0.0,1.4,0.0,0.0,0.0,0.0,Easy
Goodbye (2012 Mix).sm,.sm,Edit,779,35.7,29.5,3.2,31.2,0.4,0.0,0.0,0.0,Challenging
Goodbye (2012 Mix).sm,.sm,Hard,479,48.6,43.8,4.6,2.9,0.0,0.0,0.0,0.0,Easy
Goodbye (2012 Mix).sm,.sm,Medium,347,58.2,40.1,1.2,0.6,0.0,0.0,0.0,0.0,Easy
Goodbye (2012 Mix).sm,.sm,Easy,227,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Goodbye (2012 Mix).sm,.sm,Beginner,83,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Goodbye (2012 Mix).sm,.sm,Challenge,695,40.0,33.1,3.7,22.6,0.6,0.0,0.0,0.0,Hard
Bad Ketchup.sm,.sm,Challenge,958,30.8,26.7,0.6,37.8,0.6,3.3,0.1,0.0,Challenging
Bad Ketchup.sm,.sm,Hard,648,40.3,32.9,0.2,23.9,0.3,2.5,0.0,0.0,Hard
Bad Ketchup.sm,.sm,Beginner,99,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Bad Ketchup.sm,.sm,Easy,263,95.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Bad Ketchup.sm,.sm,Medium,403,63.3,27.5,0.0,9.2,0.0,0.0,0.0,0.0,Easy
Named 'The Moon'.sm,.sm,Challenge,798,31.5,27.9,0.0,40.6,0.0,0.0,0.0,0.0,Challenging
Named 'The Moon'.sm,.sm,Hard,479,50.3,36.1,0.0,13.6,0.0,0.0,0.0,0.0,Hard
Named 'The Moon'.sm,.sm,Medium,396,61.4,38.6,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Named 'The Moon'.sm,.sm,Easy,185,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Named 'The Moon'.sm,.sm,Beginner,65,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Gangnam Style.sm,.sm,Easy,956,27.2,25.5,8.8,28.9,8.8,0.8,0.0,0.0,Challenging
Gangnam Style.sm,.sm,Challenge,594,40.6,38.4,0.0,21.0,0.0,0.0,0.0,0.0,Hard
Gangnam Style.sm,.sm,Hard,408,59.1,31.9,0.0,9.1,0.0,0.0,0.0,0.0,Easy
Gangnam Style.sm,.sm,Medium,245,96.3,3.7,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Gangnam Style.sm,.sm,Beginner,79,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Need Your Love -SF_Dubstep Mix-.sm,.sm,Challenge,658,34.5,25.8,5.0,32.8,1.8,0.0,0.0,0.0,Challenging
Need Your Love -SF_Dubstep Mix-.sm,.sm,Hard,460,44.8,36.7,4.3,14.1,0.0,0.0,0.0,0.0,Hard
Need Your Love -SF_Dubstep Mix-.sm,.sm,Medium,275,69.5,30.5,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Need Your Love -SF_Dubstep Mix-.sm,.sm,Easy,169,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Need Your Love -SF_Dubstep Mix-.sm,.sm,Beginner,70,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Turn Up (The Music).sm,.sm,Challenge,1364,30.6,27.3,0.0,42.2,0.0,0.0,0.0,0.0,Challenging
Turn Up (The Music).sm,.sm,Hard,1085,37.3,31.0,0.0,31.7,0.0,0.0,0.0,0.0,Challenging
Turn Up (The Music).sm,.sm,Medium,495,66.5,31.1,0.0,2.4,0.0,0.0,0.0,0.0,Easy
Turn Up (The Music).sm,.sm,Easy,292,65.8,34.2,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Turn Up (The Music).sm,.sm,Beginner,92,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Goin' Under.sm,.sm,Challenge,628,54.5,43.2,1.9,0.5,0.0,0.0,0.0,0.0,Easy
Goin' Under.sm,.sm,Hard,470,57.2,42.8,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Goin' Under.sm,.sm,Medium,346,76.9,23.1,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Goin' Under.sm,.sm,Easy,219,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Goin' Under.sm,.sm,Beginner,93,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Bitch Clap.sm,.sm,Challenge,826,32.4,30.9,2.8,28.3,2.8,2.8,0.0,0.0,Challenging
Bitch Clap.sm,.sm,Hard,479,51.8,37.0,0.0,11.3,0.0,0.0,0.0,0.0,Hard
Bitch Clap.sm,.sm,Medium,340,66.5,32.4,0.0,1.2,0.0,0.0,0.0,0.0,Easy
Bitch Clap.sm,.sm,Easy,195,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Bitch Clap.sm,.sm,Beginner,81,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Stamina.sm,.sm,Challenge,593,27.2,25.8,4.6,22.8,4.9,11.3,1.3,2.2,Challenging
Stamina.sm,.sm,Hard,348,48.6,36.5,1.7,6.3,5.2,1.7,0.0,0.0,Challenging
Stamina.sm,.sm,Medium,241,70.1,29.5,0.0,0.4,0.0,0.0,0.0,0.0,Easy
Stamina.sm,.sm,Easy,135,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Stamina.sm,.sm,Beginner,61,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Pain Game.sm,.sm,Challenge,607,38.6,18.5,16.8,22.7,2.1,1.3,0.0,0.0,Hard
Pain Game.sm,.sm,Edit,819,29.5,19.8,12.7,35.2,1.8,1.0,0.0,0.0,Challenging
Pain Game.sm,.sm,Hard,424,53.5,18.2,14.2,13.9,0.2,0.0,0.0,0.0,Hard
Pain Game.sm,.sm,Medium,302,73.8,18.5,7.6,0.0,0.0,0.0,0.0,0.0,Easy
Pain Game.sm,.sm,Easy,217,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Pain Game.sm,.sm,Beginner,71,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Inner Universe (Extended Mix).sm,.sm,Challenge,1677,38.4,34.3,0.0,27.3,0.0,0.0,0.0,0.0,Hard
Inner Universe (Extended Mix).sm,.sm,Hard,1135,44.2,32.9,0.0,22.9,0.0,0.0,0.0,0.0,Hard
Inner Universe (Extended Mix).sm,.sm,Medium,866,56.1,43.6,0.0,0.2,0.0,0.0,0.0,0.0,Easy
Inner Universe (Extended Mix).sm,.sm,Easy,482,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Inner Universe (Extended Mix).sm,.sm,Beginner,155,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Inner Universe (Extended Mix).sm,.sm,Edit,1805,37.5,33.6,0.0,28.9,0.0,0.0,0.0,0.0,Hard
The Seconds.sm,.sm,Edit,504,46.0,31.5,0.4,20.8,0.2,0.0,1.0,0.0,Hard
The Seconds.sm,.sm,Challenge,504,46.0,31.5,0.4,20.8,0.2,0.0,1.0,0.0,Hard
The Seconds.sm,.sm,Hard,357,62.2,31.1,0.6,6.2,0.0,0.0,0.0,0.0,Easy
The Seconds.sm,.sm,Medium,282,84.8,15.2,0.0,0.0,0.0,0.0,0.0,0.0,Easy
The Seconds.sm,.sm,Easy,164,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
The Seconds.sm,.sm,Beginner,65,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Call Me Maybe (Remix).sm,.sm,Challenge,531,43.7,41.2,0.0,14.9,0.0,0.0,0.2,0.0,Hard
Call Me Maybe (Remix).sm,.sm,Hard,456,52.0,47.6,0.0,0.4,0.0,0.0,0.0,0.0,Easy
Call Me Maybe (Remix).sm,.sm,Medium,257,89.9,10.1,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Call Me Maybe (Remix).sm,.sm,Easy,163,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Call Me Maybe (Remix).sm,.sm,Beginner,80,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Dead Hollywood.sm,.sm,Challenge,766,35.2,35.2,0.0,29.5,0.0,0.0,0.0,0.0,Hard
Dead Hollywood.sm,.sm,Hard,424,52.6,27.8,0.0,19.6,0.0,0.0,0.0,0.0,Hard
